,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Date,Month
18,6j0wBBAP3hMe4t1Ymj7GIe,0.756,0.344,228267.0,0.157,0.0,5.0,0.351,-11.773,1.0,0.0457,57.86,4.0,0.313,2017-01-01,01
19,0LtVx5vsq9nfpGsWgjUin6,0.91,0.483,149720.0,0.121,0.0,2.0,0.0885,-15.133,0.0,0.0349,106.032,4.0,0.419,2017-01-01,01
20,6KsgCYcZKPcBRDNGhiZWRR,0.343,0.567,392267.0,0.319,2.63e-06,2.0,0.316,-18.388,0.0,0.036,76.58,4.0,0.526,2017-01-01,01
21,1a5Yu5L18qNxVhXx38njON,0.586,0.789,192846.0,0.442,0.00366,11.0,0.0927,-7.844,1.0,0.0421,121.971,4.0,0.45,2017-01-01,01
22,6SaeXxdt0Id6ZzmX0ZGTQK,0.052,0.735,324667.0,0.64,0.00102,10.0,0.345,-7.522,0.0,0.072,104.444,4.0,0.551,2017-01-01,01
23,3X94UU9WQAiaw6A2NELO1a,0.061,0.578,281067.0,0.682,0.00888,10.0,0.106,-13.64,1.0,0.0354,127.939,4.0,0.231,2017-01-01,01
24,0URhioon26PogQkIAHCUK4,0.076,0.68,221173.0,0.734,0.0,5.0,0.0787,-6.771,1.0,0.285,163.866,4.0,0.759,2017-01-01,01
25,6YFbJW9ieQHClBf9nFnAd2,0.121,0.424,336733.0,0.446,1.89e-06,0.0,0.0921,-8.526,1.0,0.0261,139.701,4.0,0.354,2017-01-01,01
26,39ncDMVidHOeQgeC5anYZM,0.0906,0.616,259613.0,0.538,8.98e-06,0.0,0.192,-9.165,0.0,0.17,127.948,4.0,0.278,2017-01-01,01
27,0n54sUPK9qGCugMEXd209k,0.121,0.668,281907.0,0.782,0.0,8.0,0.156,-6.765,0.0,0.19,93.2,4.0,0.775,2017-01-01,01
28,5MT96Zz0ymUJNm8obKZQr0,0.679,0.732,257328.0,0.605,0.0029,0.0,0.114,-3.15,0.0,0.086,115.942,4.0,0.143,2017-01-01,01
29,2tFgv3sLFNc088KLtjxzVa,0.143,0.778,216347.0,0.752,1.21e-05,5.0,0.0917,-5.665,0.0,0.0449,120.015,4.0,0.388,2017-01-01,01
30,5jdClu7X0U5TgVr2ObewxS,0.677,0.299,458880.0,0.279,0.864,7.0,0.52,-11.565,1.0,0.0513,69.777,3.0,0.135,2017-01-01,01
31,2UwKFhUl5fFw3WrT5H0wNP,0.0404,0.668,222839.0,0.465,0.0544,11.0,0.396,-12.916,1.0,0.0568,118.008,4.0,0.323,2017-01-01,01
32,57L7zXQGph0TADLSkBM7xd,0.381,0.6,208696.0,0.406,0.0021,11.0,0.108,-12.343,1.0,0.0546,136.867,4.0,0.167,2017-01-01,01
33,0f6pHbsLzpWxl5CfhOUjBA,0.23,0.71,241000.0,0.639,0.0,4.0,0.172,-12.839,1.0,0.045,107.947,4.0,0.733,2017-01-01,01
34,5BMwpS4iYKR30kq9U9beaT,0.954,0.585,111240.0,0.0809,0.0233,6.0,0.0935,-19.346,0.0,0.0523,98.379,4.0,0.204,2017-01-01,01
35,0hsrqeudoR9Kymm7RNiVoq,0.0884,0.805,265827.0,0.754,1.77e-06,10.0,0.117,-6.825,0.0,0.0394,128.429,4.0,0.88,2017-01-01,01
36,37wue2fDZqVGNccW03p1Sk,0.298,0.572,209667.0,0.593,0.00117,5.0,0.308,-8.444,1.0,0.201,147.076,4.0,0.166,2017-01-01,01
37,3EmmCZoqpWOTY1g2GBwJoR,0.00383,0.647,198774.0,0.932,1.5e-06,11.0,0.0574,-3.515,1.0,0.0824,114.991,4.0,0.374,2017-01-01,01
38,0gcPFlSLjkVqz84RcDhyJk,0.0009,0.625,266880.0,0.981,0.329,7.0,0.357,-3.799,1.0,0.0597,125.008,4.0,0.156,2017-01-01,01
39,1kn8Jj0i9IwyO3yDgDyUSR,0.0518,0.333,318867.0,0.863,0.0,7.0,0.972,-6.918,1.0,0.0515,110.162,1.0,0.384,2017-01-01,01
40,6QnFHieoch6U9J8zfv6hml,0.00509,0.812,557293.0,0.6,0.0248,10.0,0.0465,-13.418,0.0,0.0538,99.189,4.0,0.8,2017-01-01,01
41,5O4meQrvNMz9QmjXXiHnqH,0.0251,0.827,205867.0,0.561,0.0,7.0,0.0966,-7.084,1.0,0.255,120.956,4.0,0.461,2017-01-01,01
42,2IHy47dWsTh0FEHBMdfd38,0.0171,0.77,191840.0,0.691,0.0,9.0,0.262,-8.123,0.0,0.3,136.083,4.0,0.765,2017-01-01,01
43,1FvU97lrWOG2NRxErh6OZz,0.0633,0.897,334467.0,0.661,0.0,8.0,0.116,-6.2,0.0,0.27,127.081,4.0,0.193,2017-01-01,01
44,4gipAzWetrklPX9RlJWO61,0.000601,0.651,201440.0,0.667,0.00184,8.0,0.0773,-5.24,1.0,0.054,159.937,4.0,0.374,2017-01-01,01
45,5hXEcqQhEjfZdbIZLO8mf2,0.321,0.9,302693.0,0.459,0.00399,6.0,0.165,-15.557,0.0,0.0366,115.091,4.0,0.962,2017-01-01,01
46,36xxq7VDZZsGwARsn6Clo7,0.214,0.717,276347.0,0.618,0.0,11.0,0.108,-5.419,1.0,0.315,79.862,4.0,0.719,2017-01-01,01
47,2w4a4ur2uRf530cbzyTlWo,0.73,0.563,320600.0,0.188,1.03e-06,7.0,0.106,-13.363,1.0,0.0322,115.818,4.0,0.12,2017-01-01,01
48,6DUOwZrTtDdIUWdhcwtmMb,0.0385,0.345,434800.0,0.407,0.000135,10.0,0.136,-17.505,0.0,0.0354,128.047,3.0,0.254,2017-01-01,01
49,5q2JbCNi4FcnglgPfxcV65,0.27,0.639,307910.0,0.869,0.0,11.0,0.0802,-4.024,1.0,0.147,169.801,4.0,0.767,2017-01-01,01
50,0EPxmvsG1BY5td4aTOkWBF,0.456,0.931,144039.0,0.604,0.0,0.0,0.0488,-1.41,0.0,0.0573,129.926,4.0,0.864,2017-01-02,01
51,1Th5b8AsauED9F7pGv8Yxi,0.0168,0.757,281493.0,0.68,0.0155,8.0,0.275,-8.988,0.0,0.041,122.772,4.0,0.249,2017-01-02,01
52,1ZgfAxHQCXLt8o1VXEHHAt,0.0615,0.756,206773.0,0.922,0.000462,1.0,0.0723,-2.683,1.0,0.0539,100.005,4.0,0.809,2017-01-02,01
53,4OENL87N5IgxtV6JplR5fe,0.652,0.769,163960.0,0.837,0.0,6.0,0.0986,-4.057,0.0,0.14,100.962,4.0,0.819,2017-01-02,01
54,0mb7btREdC3wuIUmuVRgWn,0.00703,0.591,187853.0,0.901,0.0,10.0,0.0649,-4.328,0.0,0.15,175.345,4.0,0.694,2017-01-02,01
55,6mzF8HvHdVrzJNd8M1uFCS,0.842,0.524,227584.0,0.405,0.0,10.0,0.107,-6.145,1.0,0.028,109.984,4.0,0.237,2017-01-02,01
56,0fH86zQcE2CmATQju6WpXv,0.0918,0.685,194693.0,0.819,7.33e-06,1.0,0.0934,-3.748,0.0,0.0494,104.978,4.0,0.607,2017-01-02,01
57,3NdDpSvN911VPGivFlV5d0,0.0631,0.735,245200.0,0.451,1.3e-05,0.0,0.325,-8.374,1.0,0.0585,117.973,4.0,0.0862,2017-01-02,01
58,5kRBzRZmZTXVg8okC7SJFZ,0.0162,0.588,228173.0,0.742,3.98e-06,8.0,0.653,-6.757,1.0,0.0528,125.819,4.0,0.824,2017-01-02,01
59,1HYzRuWjmS9LXCkdVHi25K,0.428,0.314,192441.0,0.526,0.0,0.0,0.126,-4.686,0.0,0.0484,78.643,5.0,0.195,2017-01-02,01
60,1R17cgUv6HeQFa78dzqb7s,0.977,0.429,96893.0,0.188,0.903,9.0,0.145,-16.252,1.0,0.0568,97.382,3.0,0.184,2017-01-02,01
61,1a5Yu5L18qNxVhXx38njON,0.586,0.789,192846.0,0.442,0.00366,11.0,0.0927,-7.844,1.0,0.0421,121.971,4.0,0.45,2017-01-02,01
62,4jDmJ51x1o9NZB5Nxxc7gY,0.128,0.574,300107.0,0.629,0.0,2.0,0.271,-8.815,0.0,0.0363,153.119,4.0,0.786,2017-01-02,01
63,37wue2fDZqVGNccW03p1Sk,0.298,0.572,209667.0,0.593,0.00117,5.0,0.308,-8.444,1.0,0.201,147.076,4.0,0.166,2017-01-02,01
64,0URhioon26PogQkIAHCUK4,0.076,0.68,221173.0,0.734,0.0,5.0,0.0787,-6.771,1.0,0.285,163.866,4.0,0.759,2017-01-02,01
65,3fgfYqJexhMwbxwTLrDS5A,0.966,0.516,151902.0,0.0217,0.0,9.0,0.177,-22.687,1.0,0.0439,130.117,3.0,0.745,2017-01-02,01
66,0LtVx5vsq9nfpGsWgjUin6,0.91,0.483,149720.0,0.121,0.0,2.0,0.0885,-15.133,0.0,0.0349,106.032,4.0,0.419,2017-01-02,01
67,1FvU97lrWOG2NRxErh6OZz,0.0633,0.897,334467.0,0.661,0.0,8.0,0.116,-6.2,0.0,0.27,127.081,4.0,0.193,2017-01-02,01
68,6j0wBBAP3hMe4t1Ymj7GIe,0.756,0.344,228267.0,0.157,0.0,5.0,0.351,-11.773,1.0,0.0457,57.86,4.0,0.313,2017-01-02,01
69,48nmKZkd67ATPI8ROOJhkK,0.164,0.751,211278.0,0.829,7.71e-05,10.0,0.341,-4.906,0.0,0.0832,125.958,4.0,0.672,2017-01-02,01
70,1D6nV9TPfMnWm7UdVsDVfI,0.153,0.673,390867.0,0.813,2.87e-05,5.0,0.0547,-10.966,1.0,0.0445,91.786,4.0,0.896,2017-01-02,01
71,5MT96Zz0ymUJNm8obKZQr0,0.679,0.732,257328.0,0.605,0.0029,0.0,0.114,-3.15,0.0,0.086,115.942,4.0,0.143,2017-01-02,01
72,3EmmCZoqpWOTY1g2GBwJoR,0.00383,0.647,198774.0,0.932,1.5e-06,11.0,0.0574,-3.515,1.0,0.0824,114.991,4.0,0.374,2017-01-02,01
73,2IHy47dWsTh0FEHBMdfd38,0.0171,0.77,191840.0,0.691,0.0,9.0,0.262,-8.123,0.0,0.3,136.083,4.0,0.765,2017-01-02,01
74,5knuzwU65gJK7IF5yJsuaW,0.406,0.72,251088.0,0.763,0.0,9.0,0.18,-4.068,0.0,0.0523,101.965,4.0,0.742,2017-01-02,01
75,2tFgv3sLFNc088KLtjxzVa,0.143,0.778,216347.0,0.752,1.21e-05,5.0,0.0917,-5.665,0.0,0.0449,120.015,4.0,0.388,2017-01-02,01
76,4RepvCWqsP6zBuzvwYibAS,0.429,0.769,269187.0,0.813,0.0,0.0,0.0952,-5.9,0.0,0.143,92.985,4.0,0.567,2017-01-02,01
77,39ncDMVidHOeQgeC5anYZM,0.0906,0.616,259613.0,0.538,8.98e-06,0.0,0.192,-9.165,0.0,0.17,127.948,4.0,0.278,2017-01-02,01
78,5jdClu7X0U5TgVr2ObewxS,0.677,0.299,458880.0,0.279,0.864,7.0,0.52,-11.565,1.0,0.0513,69.777,3.0,0.135,2017-01-02,01
79,56cswAa9WdFBsjsTyPBAKA,0.223,0.674,239280.0,0.694,0.0,2.0,0.183,-4.739,1.0,0.129,137.839,4.0,0.242,2017-01-02,01
80,6m2LNopVJKsvBB9l7Z1rwn,0.104,0.766,161593.0,0.62,0.0,6.0,0.0796,-2.887,1.0,0.127,89.988,4.0,0.367,2017-01-02,01
81,0HEmnAUT8PHznIAAmVXqFJ,0.0094,0.887,193200.0,0.48,3.58e-05,11.0,0.0662,-11.994,1.0,0.117,95.846,4.0,0.607,2017-01-02,01
82,5BMwpS4iYKR30kq9U9beaT,0.954,0.585,111240.0,0.0809,0.0233,6.0,0.0935,-19.346,0.0,0.0523,98.379,4.0,0.204,2017-01-02,01
83,7IJnMskjLdZcA1pLcjZ8Ht,0.00967,0.455,374960.0,0.811,1.23e-05,6.0,0.133,-6.815,0.0,0.207,156.033,4.0,0.239,2017-01-02,01
84,3LRS7RDo5pDJ9OvfG0vTSC,0.00407,0.52,176250.0,0.958,0.169,4.0,0.164,-2.671,0.0,0.474,127.907,4.0,0.256,2017-01-02,01
85,4gipAzWetrklPX9RlJWO61,0.000601,0.651,201440.0,0.667,0.00184,8.0,0.0773,-5.24,1.0,0.054,159.937,4.0,0.374,2017-01-02,01
86,36xxq7VDZZsGwARsn6Clo7,0.214,0.717,276347.0,0.618,0.0,11.0,0.108,-5.419,1.0,0.315,79.862,4.0,0.719,2017-01-02,01
87,57L7zXQGph0TADLSkBM7xd,0.381,0.6,208696.0,0.406,0.0021,11.0,0.108,-12.343,1.0,0.0546,136.867,4.0,0.167,2017-01-02,01
88,2Q0WZoJaRJlelcxqOvowUc,0.116,0.741,120560.0,0.913,1.06e-06,11.0,0.0783,-5.453,1.0,0.278,160.07,4.0,0.854,2017-01-02,01
89,5q2JbCNi4FcnglgPfxcV65,0.27,0.639,307910.0,0.869,0.0,11.0,0.0802,-4.024,1.0,0.147,169.801,4.0,0.767,2017-01-02,01
90,5932kbyNt445gDTT2chRUS,0.434,0.551,350667.0,0.291,3.78e-05,5.0,0.11,-12.544,1.0,0.0283,119.005,3.0,0.0823,2017-01-02,01
91,6cAKeFFYW2aClZSUyvqAEW,0.221,0.433,193447.0,0.745,0.0,8.0,0.0981,-4.632,1.0,0.0377,95.472,4.0,0.588,2017-01-02,01
92,5O4meQrvNMz9QmjXXiHnqH,0.0251,0.827,205867.0,0.561,0.0,7.0,0.0966,-7.084,1.0,0.255,120.956,4.0,0.461,2017-01-02,01
93,0YVsrgp4OOUhFuYMAVQazV,0.152,0.72,231811.0,0.746,0.0,0.0,0.276,-3.143,0.0,0.107,90.026,4.0,0.587,2017-01-02,01
94,1WniHvhq9zTkny0WvGXX8o,0.168,0.859,195613.0,0.756,4.65e-05,8.0,0.163,-3.36,0.0,0.0643,102.033,4.0,0.91,2017-01-02,01
95,6UiRbzRaS9LHZTHSfvn1jx,0.584,0.855,172507.0,0.393,0.000833,0.0,0.0659,-6.661,1.0,0.0784,84.945,4.0,0.556,2017-01-02,01
96,0gcPFlSLjkVqz84RcDhyJk,0.0009,0.625,266880.0,0.981,0.329,7.0,0.357,-3.799,1.0,0.0597,125.008,4.0,0.156,2017-01-02,01
97,43jBqV3j3Xi1g6wO0bhIMd,0.273,0.781,193181.0,0.57,0.0,11.0,0.196,-5.874,0.0,0.188,107.059,4.0,0.858,2017-01-02,01
98,3ujORpm8Hf7QWEtfqSAZL8,0.196,0.671,161145.0,0.924,0.000214,10.0,0.12,-3.239,1.0,0.0529,97.012,4.0,0.17,2017-01-02,01
99,5hEM0JchdVzQ5PwvSfITeX,0.547,0.76,210323.0,0.838,1.3e-06,7.0,0.0664,-3.828,0.0,0.0529,93.05,4.0,0.745,2017-01-02,01
100,4L1ynQwgEwcmJ6djIRGw8N,0.295,0.757,339662.0,0.669,0.0271,11.0,0.111,-8.813,1.0,0.0385,113.01,4.0,0.963,2017-01-03,01
101,0EPxmvsG1BY5td4aTOkWBF,0.456,0.931,144039.0,0.604,0.0,0.0,0.0488,-1.41,0.0,0.0573,129.926,4.0,0.864,2017-01-03,01
102,1Th5b8AsauED9F7pGv8Yxi,0.0168,0.757,281493.0,0.68,0.0155,8.0,0.275,-8.988,0.0,0.041,122.772,4.0,0.249,2017-01-03,01
103,1lIrmWLhL9ivA9nYbpDWBv,0.296,0.627,238373.0,0.721,6.41e-05,0.0,0.231,-7.782,0.0,0.0304,130.08,4.0,0.383,2017-01-03,01
104,1qmVC37PtixtGoe99Om1ME,0.91,0.341,269566.0,0.258,1.62e-06,2.0,0.0903,-7.449,1.0,0.0351,124.732,4.0,0.182,2017-01-03,01
105,2LowwiemmGMzzNSH1PJprK,0.241,0.737,230693.0,0.731,0.0,10.0,0.087,-3.193,0.0,0.0706,94.999,4.0,0.761,2017-01-03,01
106,0mb7btREdC3wuIUmuVRgWn,0.00703,0.591,187853.0,0.901,0.0,10.0,0.0649,-4.328,0.0,0.15,175.345,4.0,0.694,2017-01-03,01
107,1ZgfAxHQCXLt8o1VXEHHAt,0.0615,0.756,206773.0,0.922,0.000462,1.0,0.0723,-2.683,1.0,0.0539,100.005,4.0,0.809,2017-01-03,01
108,1R17cgUv6HeQFa78dzqb7s,0.977,0.429,96893.0,0.188,0.903,9.0,0.145,-16.252,1.0,0.0568,97.382,3.0,0.184,2017-01-03,01
109,4OENL87N5IgxtV6JplR5fe,0.652,0.769,163960.0,0.837,0.0,6.0,0.0986,-4.057,0.0,0.14,100.962,4.0,0.819,2017-01-03,01
110,5kRBzRZmZTXVg8okC7SJFZ,0.0162,0.588,228173.0,0.742,3.98e-06,8.0,0.653,-6.757,1.0,0.0528,125.819,4.0,0.824,2017-01-03,01
111,6mzF8HvHdVrzJNd8M1uFCS,0.842,0.524,227584.0,0.405,0.0,10.0,0.107,-6.145,1.0,0.028,109.984,4.0,0.237,2017-01-03,01
112,3NdDpSvN911VPGivFlV5d0,0.0631,0.735,245200.0,0.451,1.3e-05,0.0,0.325,-8.374,1.0,0.0585,117.973,4.0,0.0862,2017-01-03,01
113,0fH86zQcE2CmATQju6WpXv,0.0918,0.685,194693.0,0.819,7.33e-06,1.0,0.0934,-3.748,0.0,0.0494,104.978,4.0,0.607,2017-01-03,01
114,1HYzRuWjmS9LXCkdVHi25K,0.428,0.314,192441.0,0.526,0.0,0.0,0.126,-4.686,0.0,0.0484,78.643,5.0,0.195,2017-01-03,01
115,1a5Yu5L18qNxVhXx38njON,0.586,0.789,192846.0,0.442,0.00366,11.0,0.0927,-7.844,1.0,0.0421,121.971,4.0,0.45,2017-01-03,01
116,48nmKZkd67ATPI8ROOJhkK,0.164,0.751,211278.0,0.829,7.71e-05,10.0,0.341,-4.906,0.0,0.0832,125.958,4.0,0.672,2017-01-03,01
117,37wue2fDZqVGNccW03p1Sk,0.298,0.572,209667.0,0.593,0.00117,5.0,0.308,-8.444,1.0,0.201,147.076,4.0,0.166,2017-01-03,01
118,0LtVx5vsq9nfpGsWgjUin6,0.91,0.483,149720.0,0.121,0.0,2.0,0.0885,-15.133,0.0,0.0349,106.032,4.0,0.419,2017-01-03,01
119,5MT96Zz0ymUJNm8obKZQr0,0.679,0.732,257328.0,0.605,0.0029,0.0,0.114,-3.15,0.0,0.086,115.942,4.0,0.143,2017-01-03,01
120,1FvU97lrWOG2NRxErh6OZz,0.0633,0.897,334467.0,0.661,0.0,8.0,0.116,-6.2,0.0,0.27,127.081,4.0,0.193,2017-01-03,01
121,6j0wBBAP3hMe4t1Ymj7GIe,0.756,0.344,228267.0,0.157,0.0,5.0,0.351,-11.773,1.0,0.0457,57.86,4.0,0.313,2017-01-03,01
122,5jdClu7X0U5TgVr2ObewxS,0.677,0.299,458880.0,0.279,0.864,7.0,0.52,-11.565,1.0,0.0513,69.777,3.0,0.135,2017-01-03,01
123,2tFgv3sLFNc088KLtjxzVa,0.143,0.778,216347.0,0.752,1.21e-05,5.0,0.0917,-5.665,0.0,0.0449,120.015,4.0,0.388,2017-01-03,01
124,39ncDMVidHOeQgeC5anYZM,0.0906,0.616,259613.0,0.538,8.98e-06,0.0,0.192,-9.165,0.0,0.17,127.948,4.0,0.278,2017-01-03,01
125,3EmmCZoqpWOTY1g2GBwJoR,0.00383,0.647,198774.0,0.932,1.5e-06,11.0,0.0574,-3.515,1.0,0.0824,114.991,4.0,0.374,2017-01-03,01
126,5BMwpS4iYKR30kq9U9beaT,0.954,0.585,111240.0,0.0809,0.0233,6.0,0.0935,-19.346,0.0,0.0523,98.379,4.0,0.204,2017-01-03,01
127,0URhioon26PogQkIAHCUK4,0.076,0.68,221173.0,0.734,0.0,5.0,0.0787,-6.771,1.0,0.285,163.866,4.0,0.759,2017-01-03,01
128,6cAKeFFYW2aClZSUyvqAEW,0.221,0.433,193447.0,0.745,0.0,8.0,0.0981,-4.632,1.0,0.0377,95.472,4.0,0.588,2017-01-03,01
129,5knuzwU65gJK7IF5yJsuaW,0.406,0.72,251088.0,0.763,0.0,9.0,0.18,-4.068,0.0,0.0523,101.965,4.0,0.742,2017-01-03,01
130,4RepvCWqsP6zBuzvwYibAS,0.429,0.769,269187.0,0.813,0.0,0.0,0.0952,-5.9,0.0,0.143,92.985,4.0,0.567,2017-01-03,01
131,56cswAa9WdFBsjsTyPBAKA,0.223,0.674,239280.0,0.694,0.0,2.0,0.183,-4.739,1.0,0.129,137.839,4.0,0.242,2017-01-03,01
132,4gipAzWetrklPX9RlJWO61,0.000601,0.651,201440.0,0.667,0.00184,8.0,0.0773,-5.24,1.0,0.054,159.937,4.0,0.374,2017-01-03,01
133,2IHy47dWsTh0FEHBMdfd38,0.0171,0.77,191840.0,0.691,0.0,9.0,0.262,-8.123,0.0,0.3,136.083,4.0,0.765,2017-01-03,01
134,5q2JbCNi4FcnglgPfxcV65,0.27,0.639,307910.0,0.869,0.0,11.0,0.0802,-4.024,1.0,0.147,169.801,4.0,0.767,2017-01-03,01
135,4jDmJ51x1o9NZB5Nxxc7gY,0.128,0.574,300107.0,0.629,0.0,2.0,0.271,-8.815,0.0,0.0363,153.119,4.0,0.786,2017-01-03,01
136,3fgfYqJexhMwbxwTLrDS5A,0.966,0.516,151902.0,0.0217,0.0,9.0,0.177,-22.687,1.0,0.0439,130.117,3.0,0.745,2017-01-03,01
137,1WniHvhq9zTkny0WvGXX8o,0.168,0.859,195613.0,0.756,4.65e-05,8.0,0.163,-3.36,0.0,0.0643,102.033,4.0,0.91,2017-01-03,01
138,6m2LNopVJKsvBB9l7Z1rwn,0.104,0.766,161593.0,0.62,0.0,6.0,0.0796,-2.887,1.0,0.127,89.988,4.0,0.367,2017-01-03,01
139,7IJnMskjLdZcA1pLcjZ8Ht,0.00967,0.455,374960.0,0.811,1.23e-05,6.0,0.133,-6.815,0.0,0.207,156.033,4.0,0.239,2017-01-03,01
140,2Q0WZoJaRJlelcxqOvowUc,0.116,0.741,120560.0,0.913,1.06e-06,11.0,0.0783,-5.453,1.0,0.278,160.07,4.0,0.854,2017-01-03,01
141,43jBqV3j3Xi1g6wO0bhIMd,0.273,0.781,193181.0,0.57,0.0,11.0,0.196,-5.874,0.0,0.188,107.059,4.0,0.858,2017-01-03,01
142,0YVsrgp4OOUhFuYMAVQazV,0.152,0.72,231811.0,0.746,0.0,0.0,0.276,-3.143,0.0,0.107,90.026,4.0,0.587,2017-01-03,01
143,5hEM0JchdVzQ5PwvSfITeX,0.547,0.76,210323.0,0.838,1.3e-06,7.0,0.0664,-3.828,0.0,0.0529,93.05,4.0,0.745,2017-01-03,01
144,5oGm8Hm6sUQIlGu0X0p6xS,0.0421,0.679,180155.0,0.781,0.224,6.0,0.117,-5.668,1.0,0.0504,140.082,4.0,0.159,2017-01-03,01
145,2UwKFhUl5fFw3WrT5H0wNP,0.0404,0.668,222839.0,0.465,0.0544,11.0,0.396,-12.916,1.0,0.0568,118.008,4.0,0.323,2017-01-03,01
146,3AEZUABDXNtecAOSC1qTfo,0.4,0.761,222560.0,0.838,0.0,4.0,0.176,-3.073,0.0,0.0502,93.974,4.0,0.71,2017-01-03,01
147,3ujORpm8Hf7QWEtfqSAZL8,0.196,0.671,161145.0,0.924,0.000214,10.0,0.12,-3.239,1.0,0.0529,97.012,4.0,0.17,2017-01-03,01
148,3LRS7RDo5pDJ9OvfG0vTSC,0.00407,0.52,176250.0,0.958,0.169,4.0,0.164,-2.671,0.0,0.474,127.907,4.0,0.256,2017-01-03,01
149,1bZrM1CNYl6e3yU5wXl6v3,0.191,0.633,248493.0,0.656,0.0,8.0,0.139,-5.089,0.0,0.0533,136.076,4.0,0.525,2017-01-03,01
150,4L1ynQwgEwcmJ6djIRGw8N,0.295,0.757,339662.0,0.669,0.0271,11.0,0.111,-8.813,1.0,0.0385,113.01,4.0,0.963,2017-01-04,01
151,0EPxmvsG1BY5td4aTOkWBF,0.456,0.931,144039.0,0.604,0.0,0.0,0.0488,-1.41,0.0,0.0573,129.926,4.0,0.864,2017-01-04,01
152,1Th5b8AsauED9F7pGv8Yxi,0.0168,0.757,281493.0,0.68,0.0155,8.0,0.275,-8.988,0.0,0.041,122.772,4.0,0.249,2017-01-04,01
153,0oWVd0W6kgFTH5Pyfq9J25,0.0269,0.446,184949.0,0.484,0.087,4.0,0.079,-10.479,0.0,0.0627,169.898,4.0,0.073,2017-01-04,01
154,1lIrmWLhL9ivA9nYbpDWBv,0.296,0.627,238373.0,0.721,6.41e-05,0.0,0.231,-7.782,0.0,0.0304,130.08,4.0,0.383,2017-01-04,01
