,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Date,Month
0,6tUgfsOa8PLkoede5nOR7D,0.00194,0.919,219880.0,0.73,8.51e-05,1.0,0.101,-6.581,1.0,0.088,95.044,4.0,0.189,2017-11-09,11
1,2LrSLJLhv7oATJZcuLtKt6,0.0137,0.238,293960.0,0.618,0.0,7.0,0.0727,-6.506,1.0,0.0373,139.878,3.0,0.206,2017-11-09,11
2,7sO5G9EABYOXQKNPNiE9NR,0.149,0.88,172800.0,0.428,5.07e-05,9.0,0.114,-8.28,1.0,0.206,100.007,4.0,0.333,2017-11-09,11
3,7rKCmo4SZhKubupJdsuM5S,0.0312,0.573,331125.0,0.688,0.0,6.0,0.0962,-7.303,1.0,0.0372,110.739,4.0,0.189,2017-11-09,11
4,2lv3VeIXioaiUTHlpVryUv,0.596,0.599,112205.0,0.501,1.66e-05,2.0,0.321,-7.452,1.0,0.132,126.762,4.0,0.574,2017-11-09,11
5,0tDfp0vFR95Gg6Mrhza3lX,0.193,0.599,203507.0,0.508,0.000177,9.0,0.329,-9.894,1.0,0.105,163.957,4.0,0.269,2017-11-09,11
6,4gRAniZdYF2zVrDUsNC9tU,0.017,0.929,237231.0,0.572,0.00353,6.0,0.122,-6.928,0.0,0.0506,128.014,4.0,0.288,2017-11-09,11
7,0rUeyAypoUUFzobbSWOe0U,0.974,0.571,73650.0,0.0413,0.0,5.0,0.111,-19.473,0.0,0.089,76.823,4.0,0.347,2017-11-09,11
8,5hcisvFMidkMJlElTO9Qmw,0.423,0.807,297485.0,0.681,0.0,11.0,0.0962,-6.268,1.0,0.0983,140.006,4.0,0.676,2017-11-09,11
9,2nUJvBO87SkxCViQsLc9Zr,0.11,0.895,186027.0,0.885,4.04e-05,0.0,0.106,-4.182,1.0,0.268,134.973,4.0,0.633,2017-11-09,11
10,6i3K9JRY0Bc6kZZeyMuikL,0.837,0.618,202103.0,0.217,0.000163,10.0,0.538,-15.372,1.0,0.0515,116.013,4.0,0.0872,2017-11-09,11
11,4fU3wz8wbjWZea4YYF04iR,0.934,0.515,69813.0,0.133,1.18e-05,0.0,0.124,-18.882,1.0,0.0957,84.866,1.0,0.0761,2017-11-09,11
12,4lESS6vuruP6a79KWRaQou,0.283,0.871,184067.0,0.768,2.25e-05,4.0,0.162,-5.401,0.0,0.122,98.989,4.0,0.765,2017-11-09,11
13,1LgNXucKQHGybDwernsNo2,0.0124,0.867,259463.0,0.563,0.0,1.0,0.0536,-8.431,1.0,0.141,147.973,4.0,0.502,2017-11-09,11
14,0Gux2yTMWYOlcBUNjGJu5p,0.0129,0.507,227707.0,0.442,0.000148,10.0,0.174,-7.279,1.0,0.367,173.03,4.0,0.107,2017-11-09,11
15,0lRhj7HyP2KObeyFPUOPRA,0.112,0.349,183688.0,0.892,0.0,6.0,0.212,-3.011,1.0,0.351,172.639,4.0,0.849,2017-11-09,11
16,4tHqQMWSqmL6YjXwsqthDI,0.994,0.418,85267.0,0.106,0.0292,8.0,0.179,-22.507,0.0,0.0448,46.718,4.0,0.8,2017-11-09,11
17,77bKLlmIwnG68X6wsi8Ord,0.882,0.319,197987.0,0.401,2.95e-05,8.0,0.0905,-7.622,1.0,0.0312,78.63,4.0,0.363,2017-11-09,11
18,0olvO9l53TxK1j0v4wrC5y,0.14,0.737,192293.0,0.523,6.12e-05,7.0,0.127,-10.25,1.0,0.0703,91.993,4.0,0.305,2017-11-09,11
19,1YZfcVLbbJwfizR5cDOp3q,0.0519,0.901,307660.0,0.529,0.0,2.0,0.179,-4.443,1.0,0.191,138.003,4.0,0.146,2017-11-09,11
20,6pcED19DVN2Coh4tmmgHH6,0.391,0.785,357357.0,0.379,0.0161,7.0,0.267,-11.446,1.0,0.0732,122.043,3.0,0.182,2017-11-09,11
21,5u6vkDnOyaf8LsteDAj2ub,0.331,0.782,268933.0,0.436,1.3e-05,2.0,0.342,-7.033,1.0,0.155,82.994,4.0,0.243,2017-11-09,11
22,5KgdtjmglXPjJNKvMvSjgo,0.128,0.695,229443.0,0.972,0.0,2.0,0.101,-3.568,1.0,0.0499,143.979,4.0,0.78,2017-11-09,11
23,7EmGUiUaOSGDnUUQUDrOXC,0.139,0.715,197993.0,0.802,0.0,11.0,0.177,-4.647,0.0,0.0394,124.989,4.0,0.327,2017-11-09,11
24,6mrKP2jyIQmM0rw6fQryjr,0.33,0.659,212120.0,0.716,0.0,5.0,0.173,-5.673,0.0,0.111,148.015,4.0,0.437,2017-11-09,11
25,1muS4hJ6QV0eb34t6bgLqR,0.104,0.51,230756.0,0.541,0.0,11.0,0.314,-6.174,0.0,0.027,130.079,4.0,0.267,2017-11-09,11
26,5ZX1X9Rl4zbx1Wwyn3idVD,0.35,0.659,283295.0,0.54,2.84e-06,4.0,0.119,-8.065,0.0,0.077,135.655,4.0,0.139,2017-11-09,11
27,3ncgNpxLoBQ65ABk4djDyd,0.0149,0.921,191252.0,0.467,0.000238,1.0,0.334,-8.443,1.0,0.119,135.995,4.0,0.287,2017-11-09,11
28,4lUnFLtn8w3W76FiYDRzmO,0.0803,0.648,190643.0,0.603,0.0,8.0,0.112,-5.098,1.0,0.0507,126.116,4.0,0.488,2017-11-09,11
29,0tPQPaOKM32WgMSbPCYyRH,0.0789,0.721,172687.0,0.873,0.0,1.0,0.0824,-4.741,1.0,0.119,79.943,4.0,0.552,2017-11-09,11
30,4K1vOdIFqskQv3zoI0FdAk,0.757,0.549,247555.0,0.404,0.000176,0.0,0.114,-10.214,1.0,0.105,119.726,4.0,0.148,2017-11-09,11
31,5GqGavoD0DCHBcRxfRK7v1,0.815,0.494,121671.0,0.37,0.0,5.0,0.296,-6.673,1.0,0.0479,120.202,4.0,0.455,2017-11-09,11
32,6GNifiuBPrKFpwNBYnooFm,0.68,0.749,268864.0,0.671,0.0,6.0,0.167,-5.151,1.0,0.0599,81.994,4.0,0.756,2017-11-09,11
33,5HIXwsSwowXq6zerUeqD7l,0.642,0.488,165533.0,0.592,0.0,4.0,0.0801,-6.035,0.0,0.209,133.435,4.0,0.381,2017-11-09,11
34,2N3oHj0P6cN7FS6oNTqgNd,0.0524,0.696,200347.0,0.613,7.97e-06,10.0,0.327,-8.607,1.0,0.0543,95.039,4.0,0.369,2017-11-09,11
35,4S2WtfT03YDIlXEwSX4Tjd,0.591,0.504,226731.0,0.308,1.61e-06,10.0,0.137,-8.605,1.0,0.0477,126.956,3.0,0.205,2017-11-09,11
36,1DoS5ql0TW3ejjJGHbsAmz,0.711,0.719,301639.0,0.487,8.36e-05,9.0,0.0958,-6.21,0.0,0.0604,121.729,4.0,0.345,2017-11-09,11
37,0rgNhjV1tJOP1ivceIH55a,0.133,0.632,200213.0,0.524,0.000903,1.0,0.148,-10.865,0.0,0.0293,121.566,4.0,0.645,2017-11-09,11
38,0afpbPmRHldjP59YRslQz9,0.688,0.657,264193.0,0.783,2.84e-06,10.0,0.0465,-4.076,0.0,0.106,177.926,4.0,0.926,2017-11-09,11
39,7LXM97BaNrmhGGCajjPLCo,0.0919,0.376,210680.0,0.542,4.44e-05,4.0,0.106,-9.417,1.0,0.0682,122.503,3.0,0.157,2017-11-09,11
40,1gWgaCmXX9G5IxeyZPWooW,0.594,0.595,181234.0,0.502,0.0,2.0,0.545,-7.126,1.0,0.0272,110.068,4.0,0.616,2017-11-09,11
41,3LKgZUoFX1c4uT1CPDoOhz,0.426,0.804,154443.0,0.338,0.00503,0.0,0.117,-9.397,1.0,0.0415,119.987,4.0,0.0723,2017-11-09,11
42,1mXVgsBdtIVeCLJnSnmtdV,0.652,0.698,201000.0,0.375,0.0,5.0,0.173,-8.279,1.0,0.0491,91.92,4.0,0.534,2017-11-09,11
43,1tZle6M0TfiGwlYSqqSg4k,0.239,0.839,206000.0,0.785,0.0,10.0,0.0682,-3.235,0.0,0.127,92.024,4.0,0.699,2017-11-09,11
44,3ipKvc6xyJbTxVwoEjpLNv,0.34,0.791,265900.0,0.638,0.0,0.0,0.0816,-0.674,0.0,0.0834,86.65,5.0,0.694,2017-11-09,11
45,7wGoVu4Dady5GV0Sv4UIsx,0.13,0.577,218320.0,0.522,9.03e-05,5.0,0.142,-6.594,0.0,0.0984,159.772,4.0,0.119,2017-11-09,11
46,3IsOr4fNjL24DtkNIBqjKz,0.416,0.464,176804.0,0.378,0.0917,2.0,0.0966,-11.354,0.0,0.143,164.486,5.0,0.037,2017-11-09,11
47,3txjyObHLw10MqpL6PyMJ7,0.0205,0.669,206533.0,0.854,0.0,1.0,0.047,-4.486,1.0,0.0999,93.057,4.0,0.707,2017-11-09,11
48,2nO7YG8CFXSZOpvxSFUzgJ,0.557,0.683,445350.0,0.534,0.0,2.0,0.0745,-9.111,0.0,0.476,86.186,4.0,0.356,2017-11-09,11
49,7ykHSB24dPhasUfxOdhpJD,0.0907,0.699,182021.0,0.699,0.0,1.0,0.403,-7.233,0.0,0.277,148.891,4.0,0.725,2017-11-09,11
50,43yQh7QxAPYQ7NifYGMboM,0.0327,0.705,105231.0,0.849,0.0,1.0,0.152,-5.565,1.0,0.181,129.914,4.0,0.491,2017-11-10,11
51,6tUgfsOa8PLkoede5nOR7D,0.00194,0.919,219880.0,0.73,8.51e-05,1.0,0.101,-6.581,1.0,0.088,95.044,4.0,0.189,2017-11-10,11
52,7sO5G9EABYOXQKNPNiE9NR,0.149,0.88,172800.0,0.428,5.07e-05,9.0,0.114,-8.28,1.0,0.206,100.007,4.0,0.333,2017-11-10,11
53,2LrSLJLhv7oATJZcuLtKt6,0.0137,0.238,293960.0,0.618,0.0,7.0,0.0727,-6.506,1.0,0.0373,139.878,3.0,0.206,2017-11-10,11
54,7rKCmo4SZhKubupJdsuM5S,0.0312,0.573,331125.0,0.688,0.0,6.0,0.0962,-7.303,1.0,0.0372,110.739,4.0,0.189,2017-11-10,11
55,2lv3VeIXioaiUTHlpVryUv,0.596,0.599,112205.0,0.501,1.66e-05,2.0,0.321,-7.452,1.0,0.132,126.762,4.0,0.574,2017-11-10,11
56,0rUeyAypoUUFzobbSWOe0U,0.974,0.571,73650.0,0.0413,0.0,5.0,0.111,-19.473,0.0,0.089,76.823,4.0,0.347,2017-11-10,11
57,2nUJvBO87SkxCViQsLc9Zr,0.11,0.895,186027.0,0.885,4.04e-05,0.0,0.106,-4.182,1.0,0.268,134.973,4.0,0.633,2017-11-10,11
58,4tHqQMWSqmL6YjXwsqthDI,0.994,0.418,85267.0,0.106,0.0292,8.0,0.179,-22.507,0.0,0.0448,46.718,4.0,0.8,2017-11-10,11
59,5hcisvFMidkMJlElTO9Qmw,0.423,0.807,297485.0,0.681,0.0,11.0,0.0962,-6.268,1.0,0.0983,140.006,4.0,0.676,2017-11-10,11
60,6i3K9JRY0Bc6kZZeyMuikL,0.837,0.618,202103.0,0.217,0.000163,10.0,0.538,-15.372,1.0,0.0515,116.013,4.0,0.0872,2017-11-10,11
61,4fU3wz8wbjWZea4YYF04iR,0.934,0.515,69813.0,0.133,1.18e-05,0.0,0.124,-18.882,1.0,0.0957,84.866,1.0,0.0761,2017-11-10,11
62,0olvO9l53TxK1j0v4wrC5y,0.14,0.737,192293.0,0.523,6.12e-05,7.0,0.127,-10.25,1.0,0.0703,91.993,4.0,0.305,2017-11-10,11
63,4lESS6vuruP6a79KWRaQou,0.283,0.871,184067.0,0.768,2.25e-05,4.0,0.162,-5.401,0.0,0.122,98.989,4.0,0.765,2017-11-10,11
64,1LgNXucKQHGybDwernsNo2,0.0124,0.867,259463.0,0.563,0.0,1.0,0.0536,-8.431,1.0,0.141,147.973,4.0,0.502,2017-11-10,11
65,0tDfp0vFR95Gg6Mrhza3lX,0.193,0.599,203507.0,0.508,0.000177,9.0,0.329,-9.894,1.0,0.105,163.957,4.0,0.269,2017-11-10,11
66,3ncgNpxLoBQ65ABk4djDyd,0.0149,0.921,191252.0,0.467,0.000238,1.0,0.334,-8.443,1.0,0.119,135.995,4.0,0.287,2017-11-10,11
67,1YZfcVLbbJwfizR5cDOp3q,0.0519,0.901,307660.0,0.529,0.0,2.0,0.179,-4.443,1.0,0.191,138.003,4.0,0.146,2017-11-10,11
68,6mrKP2jyIQmM0rw6fQryjr,0.33,0.659,212120.0,0.716,0.0,5.0,0.173,-5.673,0.0,0.111,148.015,4.0,0.437,2017-11-10,11
69,7EmGUiUaOSGDnUUQUDrOXC,0.139,0.715,197993.0,0.802,0.0,11.0,0.177,-4.647,0.0,0.0394,124.989,4.0,0.327,2017-11-10,11
70,0Gux2yTMWYOlcBUNjGJu5p,0.0129,0.507,227707.0,0.442,0.000148,10.0,0.174,-7.279,1.0,0.367,173.03,4.0,0.107,2017-11-10,11
71,1muS4hJ6QV0eb34t6bgLqR,0.104,0.51,230756.0,0.541,0.0,11.0,0.314,-6.174,0.0,0.027,130.079,4.0,0.267,2017-11-10,11
72,5u6vkDnOyaf8LsteDAj2ub,0.331,0.782,268933.0,0.436,1.3e-05,2.0,0.342,-7.033,1.0,0.155,82.994,4.0,0.243,2017-11-10,11
73,1tZle6M0TfiGwlYSqqSg4k,0.239,0.839,206000.0,0.785,0.0,10.0,0.0682,-3.235,0.0,0.127,92.024,4.0,0.699,2017-11-10,11
74,5ZX1X9Rl4zbx1Wwyn3idVD,0.35,0.659,283295.0,0.54,2.84e-06,4.0,0.119,-8.065,0.0,0.077,135.655,4.0,0.139,2017-11-10,11
75,3ipKvc6xyJbTxVwoEjpLNv,0.34,0.791,265900.0,0.638,0.0,0.0,0.0816,-0.674,0.0,0.0834,86.65,5.0,0.694,2017-11-10,11
76,6pcED19DVN2Coh4tmmgHH6,0.391,0.785,357357.0,0.379,0.0161,7.0,0.267,-11.446,1.0,0.0732,122.043,3.0,0.182,2017-11-10,11
77,5HIXwsSwowXq6zerUeqD7l,0.642,0.488,165533.0,0.592,0.0,4.0,0.0801,-6.035,0.0,0.209,133.435,4.0,0.381,2017-11-10,11
78,1DoS5ql0TW3ejjJGHbsAmz,0.711,0.719,301639.0,0.487,8.36e-05,9.0,0.0958,-6.21,0.0,0.0604,121.729,4.0,0.345,2017-11-10,11
79,5KgdtjmglXPjJNKvMvSjgo,0.128,0.695,229443.0,0.972,0.0,2.0,0.101,-3.568,1.0,0.0499,143.979,4.0,0.78,2017-11-10,11
80,5GqGavoD0DCHBcRxfRK7v1,0.815,0.494,121671.0,0.37,0.0,5.0,0.296,-6.673,1.0,0.0479,120.202,4.0,0.455,2017-11-10,11
81,7wGoVu4Dady5GV0Sv4UIsx,0.13,0.577,218320.0,0.522,9.03e-05,5.0,0.142,-6.594,0.0,0.0984,159.772,4.0,0.119,2017-11-10,11
82,1mXVgsBdtIVeCLJnSnmtdV,0.652,0.698,201000.0,0.375,0.0,5.0,0.173,-8.279,1.0,0.0491,91.92,4.0,0.534,2017-11-10,11
83,4K1vOdIFqskQv3zoI0FdAk,0.757,0.549,247555.0,0.404,0.000176,0.0,0.114,-10.214,1.0,0.105,119.726,4.0,0.148,2017-11-10,11
84,4lUnFLtn8w3W76FiYDRzmO,0.0803,0.648,190643.0,0.603,0.0,8.0,0.112,-5.098,1.0,0.0507,126.116,4.0,0.488,2017-11-10,11
85,43ZyHQITOjhciSUUNPVRHc,0.239,0.936,124056.0,0.523,0.0,5.0,0.117,-6.71,1.0,0.0597,119.889,4.0,0.699,2017-11-10,11
86,0afpbPmRHldjP59YRslQz9,0.688,0.657,264193.0,0.783,2.84e-06,10.0,0.0465,-4.076,0.0,0.106,177.926,4.0,0.926,2017-11-10,11
87,3LKgZUoFX1c4uT1CPDoOhz,0.426,0.804,154443.0,0.338,0.00503,0.0,0.117,-9.397,1.0,0.0415,119.987,4.0,0.0723,2017-11-10,11
88,0tPQPaOKM32WgMSbPCYyRH,0.0789,0.721,172687.0,0.873,0.0,1.0,0.0824,-4.741,1.0,0.119,79.943,4.0,0.552,2017-11-10,11
89,6Za3190Sbw39BBC77WSS1C,0.03,0.814,232550.0,0.813,9.33e-05,2.0,0.255,-3.023,0.0,0.0561,79.997,4.0,0.839,2017-11-10,11
90,59QKacO4E2nNGL6ztQvDdq,0.14,0.732,219514.0,0.585,7.28e-06,11.0,0.428,-5.543,1.0,0.0359,125.899,4.0,0.257,2017-11-10,11
91,3IsOr4fNjL24DtkNIBqjKz,0.416,0.464,176804.0,0.378,0.0917,2.0,0.0966,-11.354,0.0,0.143,164.486,5.0,0.037,2017-11-10,11
92,0ofbQMrRDsUaVKq2mGLEAb,0.186,0.768,216897.0,0.517,3.8e-05,7.0,0.104,-4.323,0.0,0.0312,104.992,4.0,0.418,2017-11-10,11
93,7iSVfyBiVaeD7I7J97AcTA,0.125,0.468,163328.0,0.584,5.88e-06,6.0,0.371,-7.518,1.0,0.0347,80.054,4.0,0.422,2017-11-10,11
94,6GNifiuBPrKFpwNBYnooFm,0.68,0.749,268864.0,0.671,0.0,6.0,0.167,-5.151,1.0,0.0599,81.994,4.0,0.756,2017-11-10,11
95,4S2WtfT03YDIlXEwSX4Tjd,0.591,0.504,226731.0,0.308,1.61e-06,10.0,0.137,-8.605,1.0,0.0477,126.956,3.0,0.205,2017-11-10,11
96,1A85fOmviQuGgkF6Lww6Nd,0.336,0.722,207164.0,0.615,3.96e-05,4.0,0.185,-7.098,1.0,0.0723,95.967,4.0,0.392,2017-11-10,11
97,6NWl2m8asvH83xjuXVNsuG,0.416,0.823,187453.0,0.419,0.0,10.0,0.105,-10.358,0.0,0.165,119.958,4.0,0.277,2017-11-10,11
98,0rgNhjV1tJOP1ivceIH55a,0.133,0.632,200213.0,0.524,0.000903,1.0,0.148,-10.865,0.0,0.0293,121.566,4.0,0.645,2017-11-10,11
99,2nO7YG8CFXSZOpvxSFUzgJ,0.557,0.683,445350.0,0.534,0.0,2.0,0.0745,-9.111,0.0,0.476,86.186,4.0,0.356,2017-11-10,11
100,43yQh7QxAPYQ7NifYGMboM,0.0327,0.705,105231.0,0.849,0.0,1.0,0.152,-5.565,1.0,0.181,129.914,4.0,0.491,2017-11-11,11
101,6tUgfsOa8PLkoede5nOR7D,0.00194,0.919,219880.0,0.73,8.51e-05,1.0,0.101,-6.581,1.0,0.088,95.044,4.0,0.189,2017-11-11,11
102,7sO5G9EABYOXQKNPNiE9NR,0.149,0.88,172800.0,0.428,5.07e-05,9.0,0.114,-8.28,1.0,0.206,100.007,4.0,0.333,2017-11-11,11
103,2lv3VeIXioaiUTHlpVryUv,0.596,0.599,112205.0,0.501,1.66e-05,2.0,0.321,-7.452,1.0,0.132,126.762,4.0,0.574,2017-11-11,11
104,7rKCmo4SZhKubupJdsuM5S,0.0312,0.573,331125.0,0.688,0.0,6.0,0.0962,-7.303,1.0,0.0372,110.739,4.0,0.189,2017-11-11,11
105,2LrSLJLhv7oATJZcuLtKt6,0.0137,0.238,293960.0,0.618,0.0,7.0,0.0727,-6.506,1.0,0.0373,139.878,3.0,0.206,2017-11-11,11
106,4tHqQMWSqmL6YjXwsqthDI,0.994,0.418,85267.0,0.106,0.0292,8.0,0.179,-22.507,0.0,0.0448,46.718,4.0,0.8,2017-11-11,11
107,0rUeyAypoUUFzobbSWOe0U,0.974,0.571,73650.0,0.0413,0.0,5.0,0.111,-19.473,0.0,0.089,76.823,4.0,0.347,2017-11-11,11
108,2nUJvBO87SkxCViQsLc9Zr,0.11,0.895,186027.0,0.885,4.04e-05,0.0,0.106,-4.182,1.0,0.268,134.973,4.0,0.633,2017-11-11,11
109,5hcisvFMidkMJlElTO9Qmw,0.423,0.807,297485.0,0.681,0.0,11.0,0.0962,-6.268,1.0,0.0983,140.006,4.0,0.676,2017-11-11,11
110,0olvO9l53TxK1j0v4wrC5y,0.14,0.737,192293.0,0.523,6.12e-05,7.0,0.127,-10.25,1.0,0.0703,91.993,4.0,0.305,2017-11-11,11
111,6i3K9JRY0Bc6kZZeyMuikL,0.837,0.618,202103.0,0.217,0.000163,10.0,0.538,-15.372,1.0,0.0515,116.013,4.0,0.0872,2017-11-11,11
112,4fU3wz8wbjWZea4YYF04iR,0.934,0.515,69813.0,0.133,1.18e-05,0.0,0.124,-18.882,1.0,0.0957,84.866,1.0,0.0761,2017-11-11,11
113,3ncgNpxLoBQ65ABk4djDyd,0.0149,0.921,191252.0,0.467,0.000238,1.0,0.334,-8.443,1.0,0.119,135.995,4.0,0.287,2017-11-11,11
114,1LgNXucKQHGybDwernsNo2,0.0124,0.867,259463.0,0.563,0.0,1.0,0.0536,-8.431,1.0,0.141,147.973,4.0,0.502,2017-11-11,11
115,4lESS6vuruP6a79KWRaQou,0.283,0.871,184067.0,0.768,2.25e-05,4.0,0.162,-5.401,0.0,0.122,98.989,4.0,0.765,2017-11-11,11
116,6mrKP2jyIQmM0rw6fQryjr,0.33,0.659,212120.0,0.716,0.0,5.0,0.173,-5.673,0.0,0.111,148.015,4.0,0.437,2017-11-11,11
117,0tDfp0vFR95Gg6Mrhza3lX,0.193,0.599,203507.0,0.508,0.000177,9.0,0.329,-9.894,1.0,0.105,163.957,4.0,0.269,2017-11-11,11
118,1YZfcVLbbJwfizR5cDOp3q,0.0519,0.901,307660.0,0.529,0.0,2.0,0.179,-4.443,1.0,0.191,138.003,4.0,0.146,2017-11-11,11
119,7EmGUiUaOSGDnUUQUDrOXC,0.139,0.715,197993.0,0.802,0.0,11.0,0.177,-4.647,0.0,0.0394,124.989,4.0,0.327,2017-11-11,11
120,1muS4hJ6QV0eb34t6bgLqR,0.104,0.51,230756.0,0.541,0.0,11.0,0.314,-6.174,0.0,0.027,130.079,4.0,0.267,2017-11-11,11
121,3ipKvc6xyJbTxVwoEjpLNv,0.34,0.791,265900.0,0.638,0.0,0.0,0.0816,-0.674,0.0,0.0834,86.65,5.0,0.694,2017-11-11,11
122,0Gux2yTMWYOlcBUNjGJu5p,0.0129,0.507,227707.0,0.442,0.000148,10.0,0.174,-7.279,1.0,0.367,173.03,4.0,0.107,2017-11-11,11
123,6Za3190Sbw39BBC77WSS1C,0.03,0.814,232550.0,0.813,9.33e-05,2.0,0.255,-3.023,0.0,0.0561,79.997,4.0,0.839,2017-11-11,11
124,1tZle6M0TfiGwlYSqqSg4k,0.239,0.839,206000.0,0.785,0.0,10.0,0.0682,-3.235,0.0,0.127,92.024,4.0,0.699,2017-11-11,11
125,1DoS5ql0TW3ejjJGHbsAmz,0.711,0.719,301639.0,0.487,8.36e-05,9.0,0.0958,-6.21,0.0,0.0604,121.729,4.0,0.345,2017-11-11,11
126,43ZyHQITOjhciSUUNPVRHc,0.239,0.936,124056.0,0.523,0.0,5.0,0.117,-6.71,1.0,0.0597,119.889,4.0,0.699,2017-11-11,11
127,5HIXwsSwowXq6zerUeqD7l,0.642,0.488,165533.0,0.592,0.0,4.0,0.0801,-6.035,0.0,0.209,133.435,4.0,0.381,2017-11-11,11
128,5u6vkDnOyaf8LsteDAj2ub,0.331,0.782,268933.0,0.436,1.3e-05,2.0,0.342,-7.033,1.0,0.155,82.994,4.0,0.243,2017-11-11,11
129,6pcED19DVN2Coh4tmmgHH6,0.391,0.785,357357.0,0.379,0.0161,7.0,0.267,-11.446,1.0,0.0732,122.043,3.0,0.182,2017-11-11,11
130,5ZX1X9Rl4zbx1Wwyn3idVD,0.35,0.659,283295.0,0.54,2.84e-06,4.0,0.119,-8.065,0.0,0.077,135.655,4.0,0.139,2017-11-11,11
131,7wGoVu4Dady5GV0Sv4UIsx,0.13,0.577,218320.0,0.522,9.03e-05,5.0,0.142,-6.594,0.0,0.0984,159.772,4.0,0.119,2017-11-11,11
132,5GqGavoD0DCHBcRxfRK7v1,0.815,0.494,121671.0,0.37,0.0,5.0,0.296,-6.673,1.0,0.0479,120.202,4.0,0.455,2017-11-11,11
133,5KgdtjmglXPjJNKvMvSjgo,0.128,0.695,229443.0,0.972,0.0,2.0,0.101,-3.568,1.0,0.0499,143.979,4.0,0.78,2017-11-11,11
134,59QKacO4E2nNGL6ztQvDdq,0.14,0.732,219514.0,0.585,7.28e-06,11.0,0.428,-5.543,1.0,0.0359,125.899,4.0,0.257,2017-11-11,11
135,1mXVgsBdtIVeCLJnSnmtdV,0.652,0.698,201000.0,0.375,0.0,5.0,0.173,-8.279,1.0,0.0491,91.92,4.0,0.534,2017-11-11,11
136,0ofbQMrRDsUaVKq2mGLEAb,0.186,0.768,216897.0,0.517,3.8e-05,7.0,0.104,-4.323,0.0,0.0312,104.992,4.0,0.418,2017-11-11,11
137,4lUnFLtn8w3W76FiYDRzmO,0.0803,0.648,190643.0,0.603,0.0,8.0,0.112,-5.098,1.0,0.0507,126.116,4.0,0.488,2017-11-11,11
138,4K1vOdIFqskQv3zoI0FdAk,0.757,0.549,247555.0,0.404,0.000176,0.0,0.114,-10.214,1.0,0.105,119.726,4.0,0.148,2017-11-11,11
139,0tPQPaOKM32WgMSbPCYyRH,0.0789,0.721,172687.0,0.873,0.0,1.0,0.0824,-4.741,1.0,0.119,79.943,4.0,0.552,2017-11-11,11
140,0afpbPmRHldjP59YRslQz9,0.688,0.657,264193.0,0.783,2.84e-06,10.0,0.0465,-4.076,0.0,0.106,177.926,4.0,0.926,2017-11-11,11
141,3IsOr4fNjL24DtkNIBqjKz,0.416,0.464,176804.0,0.378,0.0917,2.0,0.0966,-11.354,0.0,0.143,164.486,5.0,0.037,2017-11-11,11
142,7iSVfyBiVaeD7I7J97AcTA,0.125,0.468,163328.0,0.584,5.88e-06,6.0,0.371,-7.518,1.0,0.0347,80.054,4.0,0.422,2017-11-11,11
143,6NWl2m8asvH83xjuXVNsuG,0.416,0.823,187453.0,0.419,0.0,10.0,0.105,-10.358,0.0,0.165,119.958,4.0,0.277,2017-11-11,11
144,3LKgZUoFX1c4uT1CPDoOhz,0.426,0.804,154443.0,0.338,0.00503,0.0,0.117,-9.397,1.0,0.0415,119.987,4.0,0.0723,2017-11-11,11
145,6GNifiuBPrKFpwNBYnooFm,0.68,0.749,268864.0,0.671,0.0,6.0,0.167,-5.151,1.0,0.0599,81.994,4.0,0.756,2017-11-11,11
146,5P8Xvy5tzhmfyfA6GplQ8h,0.831,0.853,155467.0,0.338,0.00595,7.0,0.135,-9.124,1.0,0.0491,113.881,4.0,0.927,2017-11-11,11
147,2Xqd0wUttjueBfdcltADOv,0.0117,0.838,245387.0,0.771,0.0,1.0,0.0853,-3.791,1.0,0.244,175.957,4.0,0.405,2017-11-11,11
148,70Jguz4jsW4OIRNWQx8UHp,0.776,0.344,197191.0,0.447,0.0,9.0,0.109,-6.797,1.0,0.0907,176.65,4.0,0.556,2017-11-11,11
149,4S2WtfT03YDIlXEwSX4Tjd,0.591,0.504,226731.0,0.308,1.61e-06,10.0,0.137,-8.605,1.0,0.0477,126.956,3.0,0.205,2017-11-11,11
150,43yQh7QxAPYQ7NifYGMboM,0.0327,0.705,105231.0,0.849,0.0,1.0,0.152,-5.565,1.0,0.181,129.914,4.0,0.491,2017-11-12,11
151,6tUgfsOa8PLkoede5nOR7D,0.00194,0.919,219880.0,0.73,8.51e-05,1.0,0.101,-6.581,1.0,0.088,95.044,4.0,0.189,2017-11-12,11
152,64Hpl5XnXbIWq1oI77gcNW,0.369,0.747,195200.0,0.557,3.53e-05,1.0,0.103,-8.971,0.0,0.069,149.965,4.0,0.552,2017-11-12,11
153,7sO5G9EABYOXQKNPNiE9NR,0.149,0.88,172800.0,0.428,5.07e-05,9.0,0.114,-8.28,1.0,0.206,100.007,4.0,0.333,2017-11-12,11
154,4tHqQMWSqmL6YjXwsqthDI,0.994,0.418,85267.0,0.106,0.0292,8.0,0.179,-22.507,0.0,0.0448,46.718,4.0,0.8,2017-11-12,11
155,2lv3VeIXioaiUTHlpVryUv,0.596,0.599,112205.0,0.501,1.66e-05,2.0,0.321,-7.452,1.0,0.132,126.762,4.0,0.574,2017-11-12,11
